Author,Title,label
"C. Wang, B. Cao, Q. Q. Liu, Z. Q. Zou, Z. A. Liang, L. Gu, J. P. Dong, L. R. Liang, X. W. Li, K. Hu, X. S. He, Y. H. Sun, Y. An, T. Yang, Z. X. Cao, Y. M. Guo, X. M. Wen, Y. G. Wang, Y. L. Liu and L. D. Jiang",Oseltamivir Compared With the Chinese Traditional Therapy Maxingshigan-Yinqiaosan in the Treatment of H1N1 Influenza,0
"C. Wang, B. Cao, Q.-Q. Liu, Z.-Q. Zou, Z.-A. Liang, L. Gu, J.-P. Dong, L.-R. Liang, X.-W. Li, K. Hu, X.-S. He, Y.-H. Sun, Y. An, T. Yang, Z.-X. Cao, Y.-M. Guo, X.-M. Wen, Y.-G. Wang, Y.-L. Liu and L.-D. Jiang",Oseltamivir compared with the Chinese traditional therapy maxingshigan-yinqiaosan in the treatment of H1N1 influenza: a randomized trial.[Erratum appears in Ann Intern Med. 2012 Jan 3;156(1 Pt 1):71],0
"J. P. H. Wilding, V. Woo, N. G. Soler, A. Pahor, J. Sugg, K. Rohwedder, S. Parikh and G. Dapagliflozin 006 Study",Long-term efficacy of dapagliflozin in patients with type 2 diabetes mellitus receiving high doses of insulin: a randomized trial.[Summary for patients in Ann Intern Med. 2012 Mar 20;156(6):I-44; PMID: 22431686],0
"J. P. H. Wilding, V. Woo, N. G. Soler, A. P. Pahor, J. Sugg, K. Rohwedder and S. Parikh",Long-term efficacy of dapagliflozin in patients with type 2 diabetes mellitus receiving high doses of insulin a randomized trial,0
"H. Pouraram, I. Elmadfa, F. Siassi, A. Dorosty Motlagh, R. Heshmat and M. Abtahi",Oxidative stress among non-anemic adults following flour fortification with iron: baseline data,0
"E. Andreou, C. Philippou and D. Papandreou",Effects of an intervention and maintenance weight loss diet with and without exercise on anthropometric indices in overweight and obese healthy women,0
"Z. Asemi, S. Jazayeri, M. Najafi, M. Samimi, V. Mofid, F. Shidfar, H. Shakeri and A. Esmaillzadeh",Effect of daily consumption of probiotic yogurt on oxidative stress in pregnant women: A randomized controlled clinical trial,0
"A. Derouiche, M. Cherki, A. Drissi, Y. Bamou, M. El-Messal, A. Idrissi-Oudghiri, J. M. Lecerf and A. Adlouni",Nutritional intervention study with argan oil in man: effects on lipids and apolipoproteins,0
"Z. Du, J. Zhang, C. Wang, L. Li, Q. Man, L. Meng, P. Song and L. Froyland",Dietary inclusion of marine oily fish reduces cardiovascular disease risk markers in dyslipidemic Chinese women,0
C. Horton,Nutrimenthe: The effect of diet on the mental performance of children,0
"H. Lim, J. Son and R. Choue",Effects of medical nutrition therapy on body fat and metabolic syndrome components in premenopausal overweight women,0
"L. D. F. Moreira-Pfrimer, M. A. C. Pedrosa, L. Teixeira and M. Lazaretti-Castro",Treatment of vitamin D deficiency increases lower limb muscle strength in institutionalized older people independently of regular physical activity: A randomized double-blind controlled trial,0
"H. Pouraram, I. Elmadfa, A. R. Dorosty, M. Abtahi, T. R. Neyestani and S. Sadeghian",Long-term consequences of iron-fortified flour consumption in nonanemic men,0
"R. Baatjies, T. Meijster, A. Lopata, I. Sander, M. Raulf-Heimsoth, D. Heederik and M. Jeebhay",Exposure to flour dust in South African supermarket bakeries: modeling of baseline measurements of an intervention study,0
"G. Iconomou, A. Viha, A. Koutras, I. Koukourikou, V. Mega, T. Makatsoris, A. Onyenadum, K. Assimakopoulos, A. G. Vagenakis and H. P. Kalofonos",Impact of providing booklets about chemotherapy to newly presenting patients with cancer: a randomized controlled trial,0
H. Mellstedt,Cancer initiatives in developing countries,0
"R. Sankaranarayanan, C. Sauvaget, K. Ramadas, T. Ngoma, I. Teguete, R. Muwonge, P. Naud, A. Nessa, T. Kuhaprema and Y. Qiao",Clinical trials of cancer screening in the developing world and their impact on cancer healthcare,0
"R. Sanchez-Lopez, C. Bana e Costa and B. Baets",The MACBETH approach for multi-criteria evaluation of development projects on cross-cutting issues,0
"W. A. Kehoe, C. D. Sands, L. F. Long, H. H. Lan, A. F. Harralson, H. T. Shin and D. W. Jones",Effect of ranitidine on theophylline metabolism in healthy Koreans living in China,0
"C. P. Paulos, C. E. A. Nygren, C. Celedon and C. A. Carcamo",Impact of a pharmaceutical care program in a community pharmacy on patients with dyslipidemia,0
"A. Renkielska, A. Wojtaszek-Slominska and M. Dobke",Early cleft lip repair in children with unilateral complete cleft lip and palate: A case against primary alveolar repair,0
B. J. Kim and W. Kim,An Equilibrium Network Design Model with a Social Cost Function for Multimodal Networks,0
B. H. Roberts and A. T. Murray,National and Regional Corporate Spatial Structure,0
N. Sharify and P. Batey,Social Accounting and Regional Economic Planning: An Integrated Model for Policy Analysis and Optimisation,0
M. J. F. van Pelt,Environment and Project Appraisal: Lessons from Two Cases,0
"S. M. Al-Mofadda, A. Nassar, A. Al-Turki and A. A. Al-Sallounm",Pediatric near drowning: The experience of King Khalid University Hospital,0
"F. A. Elserafy, S. A. Alsaedi, J. Louwrens, S. Bakr and A. Y. Mersal",Oral sucrose and a pacifier for pain relief during simple procedures in preterm infants: a randomized controlled trial,0
"F. Saxer, A. Widmer, J. Fehr, I. Soka, P. Kibatala, H. Urassa, R. Frei, T. Smith and C. Hatz","Benefit of a single preoperative dose of antibiotics in a sub-saharan district hospital: minimal input, massive impact",0
"S. W. Hung, C. C. Chen, H. C. Shih, C. F. Huang, K. C. Chen, C. F. Chong and T. L. Wang",Are new resuscitation guidelines better? Experience of an Asian Metropolitan Hospital,0
W. F. Kee,sexual sterilization in Singapore: some epidemiological aspects and demographic impact,0
M. Carlson and F. Earls,Adolescents as Deliberative Citizens: Building Health Competence in Local Communities,0
"J. B. Jemmott, III",The Reasoned Action Approach in HIV Risk-Reduction Strategies for Adolescents,0
A. Byers,"Contemporary Human Impacts on Alpine Ecosystems in the Sagarmatha (Mt. Everest) National Park, Khumbu, Nepal",0
V. A. Lawson,Government Policy Biases and Ecuadorian Agricultural Change,0
L. Liu,"Labor Location, Conservation, and Land Quality: The Case of West Jilin, China",0
R. A. Schroeder,_Re-claimingî Land in The Gambia: Gendered Property Rights and Environmental Intervention,0
E. T. Yeh,"Tropes of Indolence and the Cultural Politics of Development in Lhasa, Tibet",0
A. K. Matee and A. A. Al-Jawadi,"Assessment of nutritional status indicators in children under five at Al-Hamdaniya District, North of Iraq",0
"A. M. R. DçVila, M. Steindel and E. C. Grisard","Tropical Diseases, Pathogens, and Vectors Biodiversity in Developing Countries: Need for Development of Genomics and Bioinformatics Approaches",0
T. R. Fleming,Evaluating the Safety of Interventions for Prevention of Perinatal Transmission of HIV,0
"C. Jost, C. Stem, M. Ramushwa, E. Twinamasiko and J. Mariner",Comparative Ethnoveterinary and Serological Evaluation of the Karimojong Community Animal Health Worker Program in Uganda,0
"A. Taneja, R. Saini and A. Masih","Indoor Air Quality of Houses Located in the Urban Environment of Agra, India",0
"M. Ghanem, E. L. E.A, M. Mehany and K. Tolba",Home-based pulmonary rehabilitation program: Effect on exercise tolerance and quality of life in chronic obstructive pulmonary disease patients,0
"A. S. Chan, C. Sherman, R. C. Lozano, E. A. Fernandez, P. J. Winch and E. Leontsini","Development of an indicator to evaluate the impact, on a community-based Aedes aegypti control intervention, of improved cleaning of water-storage containers by householders",0
"M. Magoni, K. D. Ekra, L. N. Aka, K. S. Sita and K. Kanga",Effectiveness of hepatitis-B vaccination in Ivory Coast: the case of the Grand Bassam health district,0
"R. K. Shenoy, A. John, B. S. Babu, T. K. Suma and V. Kumaraswami","Two-year follow-up of the microfilaraemia of asymptomatic brugian filariasis, after treatment with two, annual, single doses of ivermectin, diethylcarbamazine and albendazole, in various combinations",0
H. B. Dull and S. E. Meredith,The Mectizan Donation Programme: a 10-year report,0
"A. Joseph, P. Mony, M. Prasad, S. John, Srikanth and D. Mathai","The efficacies of affected-limb care with penicillin, diethylcarbamazine, the combination of both drugs or antibiotic ointment, in the prevention of acute adenolymphangitis during bancroftian filariasis",0
"M. H. Kennedy, I. Bertocchi, A. D. Hopkins and S. E. Meredith",The effect of 5 years of annual treatment with ivermectin (Mectizan) on the prevalence and morbidity of onchocerciasis in the village of Gami in the Central African Republic,0
E. S. Miri,"Problems and perspectives of managing an onchocerciasis control programme: a case study from Plateau State, Nigeria",0
"K. D. Ramaiah, K. N. Kumar, R. Ravi and P. K. Das","Situation analysis in a large urban area of India, prior to launching a programme of mass drug administrations to eliminate lymphatic filariasis",0
"E. C. Schwartz, J. Renk, A. D. Hopkins, R. Huss and A. Foster",A method to determine the coverage of ivermectin distribution in onchocerciasis-control programmes,0
"L. G. Tillekeratne, N. M. Thielman, R. A. Kiwera, H. Y. Chu, L. Kaale, S. C. Morpeth, J. Ostermann, S. P. Mtweve, J. F. Shao, J. A. Bartlett and J. A. Crump","Morbidity and mortality among a cohort of HIV-infected adults in a programme for community home-based care, in the Kilimanjaro Region of Tanzania (2003-2005)",0
"P. Vanamail, K. D. Ramaiah, S. Subramanian, S. P. Pani, J. Yuvaraj and P. K. Das","Pattern of community compliance with spaced, single-dose, mass administrations of diethylcarbamazine or ivermectin, for the elimination of lymphatic filariasis from rural areas of southern India",0
D. A. Warrell,"Cerebral malaria: clinical features, pathophysiology and treatment",0
"A. W. M. Al-Saqladi, R. Cipolotti, K. Fijnvandraat and B. J. Brabin",Growth and nutritional status of children with homozygous sickle cell disease,0
"J. Arnaud, J. M. Pettifor, J. P. Cimma, P. R. Fischer, T. Craviari, C. Meisner and S. Haque",Clinical and radiographic improvement of rickets in Bangladeshi children as a result of nutritional advice,0
"C. Fauveau, M. Siddiqui, A. Briend, D. R. Silimperi, N. Begum and V. Fauveau",Limited impact of a targeted food supplementation programme in Bangladeshi urban slum children,0
"R. Iriso, R. Ocakacon, J. A. Acayo, M. A. Mawanda and A. Kisayke",Bacterial meningitis following introduction of Hib conjugate vaccine in northern Uganda,0
"L. Lagrone, S. Cole, A. Schondelmeyer, K. Maleta and M. J. Manary",Locally produced ready-to-use supplementary food is an effective treatment of moderate acute malnutrition in an operational setting,0
"E. Okyere, C. Tawiah-Agyemang, A. Manu, S. Deganus, B. Kirkwood and Z. Hill","Newborn care: the effect of a traditional illness, asram, in Ghana",0
"A. Smyth, R. Ridwan and J. Cairns",Impact of a case management protocol for childhood pneumonia in a rural Zambian hospital,0
"W. E. Tjon a Ten, J. A. Kusin and C. de With",The effects on weight and attendance of a supplementary feeding programme operating in two under-5 clinics in Lesotho,0
"J. E. Todd, A. De Francisco, T. J. D. O'Dempsey and B. M. Greenwood",The limitations of verbal autopsy in a malaria-endemic region,0
"G. Lima, S. Quintero-Romero and A. Cattaneo","Feasibility, acceptability and cost of kangaroo mother care in Recife, Brazil",0
E. G. Cagasan and M. T. H. Velasco,"Impacts of the Techno Gabay Program in Eastern Visayas, Philippines as revealed by stakeholders' stories of significant change",0
"D. Sarangarm, J. Knepper, J. Marek, K. L. Biggs, D. Robertson and M. Langsfeld",Post-Endovascular Aneurysm Repair Patient Outcomes and Follow-Up Are Not Adversely Impacted by Long Travel Distance to Tertiary Vascular Surgery Centers,0
"P. West, J. Igoe and D. Brockington",Parks and peoples: the social impact of protected areas,0
A. I. Khwaja and A. Mian,Rent Seeking and Corruption in Financial Markets,0
M. Kremer and A. Holla,Improving Education in the Developing World: What Have We Learned from Randomized Evaluations?,0
"K. S. Gallagher, J. P. Holdren and A. D. Sagar",Energy-technology innovation,0
S. Joshi and S. T. Paul,"Family planning as an investment in development and female human capital: evaluating the long-term consequences in Matlab, Bangladesh",0
"S. Chalasani, J. B. Casterline and M. A. Koenig",Unwanted Childbearing and Child Survival in Bangladesh,0
M. Ezzati and D. M. Kammen,"Household energy, indoor air pollution, and health in developing countries: knowledge base for effective interventions",0
"D. S. Greiner, D. F. Glick, P. A. Kulbok and E. McKim Mitchell",Rural health nursing research review: global perspectives,0
"K. Shishani, M. Sohn, A. Okada and E. S. Froelicher",Nursing interventions in tobacco-dependent patients with cardiovascular diseases,0
"C. Hoppe, C. Mèlgaard and K. F. Michaelsen",Cow's milk and linear growth in industrialized and developing countries,0
M. Humphreys and J. M. Weinstein,Field experiments and the political economy of development,0
Z.-M. Wang,Psychology in China: A review dedicated to Li Chen,0
J. H. Murnaghan,Health indicators and information systems for the year 2000,0
D. L. Morgan,Focus groups,0
D. Rudnyckyj,Technologies of Servitude: Governmentality and Indonesian Transnational Labor Migration,0
E. E. Obioha,Exploring the cultural context of HIV/AIDS pandemic in a Nigerian community: implication for culture specific prevention programmes,0
"C. K. Ahorlu, K. A. Koram and M. G. Weiss","Children, pregnant women and the culture of malaria in two rural communities of Ghana",0
"S. R. Craig, L. Chase and T. N. Lama","Taking the MINI to Mustang, Nepal: methodological and epistemological translations of an illness narrative interview tool",0
I.-B. Trankell and J. Ovesen,FRENCH COLONIAL MEDICINE IN CAMBODIA: REFLECTIONS OF GOVERNMENTALITY,0
"M. G. Weiss, S. Jadhav, R. Raguram, P. Vounatsou and R. Littlewood",Psychiatric stigma across cultures: local validation in Bangalore and London,0
S. H. Gebremedhin and F. Theron,Locating community participation in a water supply project -- the Galanefhi Water Project (Eritrea),0
J. Laplante,South African roots towards global knowledge: music or molecules?,0
R. Palmer,ICT4D and the Siyakhula Living Lab: an anthropological contribution to digital development,0
P. Rudiak-Gould,Climate change and anthropology: The importance of reception studies (Respond to this article at ),0
"C. Porta, C. Paglino, I. Imarisio and E. Ferraris","Sorafenib tosylate in advanced kidney cancer: Past, present and future",0
"B. K. Piao, Y. X. Wang, G. R. Xie, U. Mansmann, H. Matthes, J. Beuth and H. S. Lin","Impact of complementary mistletoe extract treatment on quality of life in breast, ovarian and non-small cell lung cancer patients. A prospective randomized controlled clinical trial",0
"G. M. Mubyazi, P. Magnussen, C. Goodman, I. C. Bygbjerg, A. Y. Kitua, O. E. Olsen, J. Byskov, K. S. Hansen and P. Bloch","Implementing Intermittent Preventive Treatment for Malaria in Pregnancy: Review of Prospects, Achievements, Challenges and Agenda for Research",0
"J. W. C. Alffenaar, W. A. Nienhuis, F. de Velde, A. T. Zuur, A. M. A. Wessels, D. Almeida, J. Grosset, O. Adjei, D. R. A. Uges and T. S. van der Werf",Pharmacokinetics of rifampin and clarithromycin in patients treated for Mycobacterium ulcerans infection,0
"I. Danquah, E. Dietz, P. Zanger, K. Reither, P. Ziniel, U. Bienzle and F. P. Mockenhaupt",Reduced efficacy of intermittent preventive treatment of malaria in malnourished children.[Erratum appears in Antimicrob Agents Chemother. 2012 Jan;56(1):601 Note: Dosage error in article text],0
"I. Danquah, E. Dietz, P. Zanger, K. Reither, P. Ziniel, U. Bienzle and F. P. Mockenhaupt",Reduced efficacy of intermittent preventive treatment of malaria in malnourished children,0
"S. Pabitra, S. K. Guha, D. Sonali, M. Shrabanee, G. Swagata, B. Asit, D. K. Bera, C. Gaurangadeb, D. Madhusudan, P. K. Kundu, R. Krishnangshu and A. K. Maji","Comparative efficacies of artemisinin combination therapies in Plasmodium falciparum malaria and polymorphism of pfATPase6, pfcrt, pfdhfr, and pfdhps genes in tea gardens of Jalpaiguri District, India",0
"V. Papaevangelou, A. Rousounides, A. Hadjipanagis, A. Katsioulis, M. Theodoridou and C. Hadjichristodoulou",Decrease of antibiotic consumption in children with upper respiratory tract infections after implementation of an intervention program in cyprus,0
M. Friedner and J. Osborne,"Audit Bodies: Embodied Participation, Disability Universalism, and Accessibility in India",0
"J. Heo, J. Y. Park, H. J. Lee, W. Y. Tak, S. H. Um, D. Y. Kim, K. T. Yoon, S. Y. Park, Y. S. Seo, K. H. Han, M. Cho and S. H. Ahn",A 96-week randomized trial of switching to entecavir in chronic hepatitis B patients with a partial virological response to lamivudine,0
"D. Podzamczer, E. Ferrer, E. Consiglio, J. M. Gatell, P. Perez, J. L. Perez, E. Luna, A. Gonzalez, E. Pedrol, L. Lozano, I. Ocana, J. M. Llibre, A. Casiro, M. Aranda, P. Barrufet, J. Martinez-Lacasa, J. M. Miro, X. Badia, A. Casado, S. Lupo, P. Cahn, M. Manos and J. Estela",A randomized clinical trial comparing nelfinavir or nevirapine associated to zidovudine/lamivudine in HIV-infected naive patients (the Combine Study),0
"B. Spire, P. Carrieri, P. Sopha, C. Protopopescu, N. Prak, C. Quillet, C. Ngeth, L. Ferradini, J. F. Delfraissy and D. Laureillard",Adherence to antiretroviral therapy in patients enrolled in a comprehensive care program in Cambodia: A 24-month follow-up assessment,0
"S. F. Van der Borght, P. Clevenbergh, H. Rijckborst, P. Nsalou, N. Onyia, J. M. Lange, T. F. R. de Wit and M. F. S. Van der Loeff",Mortality and morbidity among HIV type-1-infected patients during the first 5 years of a multicountry HIV workplace programme in Africa,0
"M. R. Welkers, J. Dunning, C.-H. Wong, M. D. de Jong and F. G. Hayden",Workshop report-Current research on respiratory viral infections: XIIth International Symposium,0
"R. Shabanloei, M. Golchin, A. Esfahani, R. Dolatkhah and M. Rasoulian",Effects of music therapy on pain and anxiety in patients undergoing bone marrow biopsy and aspiration,0
G. Goldblum and E. Alant,Sales assistants serving customers with traumatic brain injury,0
"L. F. Sato Kurebayashi, J. R. Gnatta, T. Pavarini Borges and M. J. Paes da Silva",Applicability of auriculotherapy in reducing stress and as a coping strategy in nursing professionals,0
"E. J. Kothe, B. A. Mullan and R. Amaratunga",Randomised controlled trial of a brief theory-based intervention promoting breakfast consumption,0
"R. Kuriyan, T. Raj, S. K. Srinivas, M. Vaz, R. Rajendran and A. V. Kurpad","Effect of Caralluma fimbriata extract on appetite, food intake and anthropometry in adult Indian men and women",0
"J. Weerahewa, C. Rajapakse and G. Pushpakumara",An analysis of consumer demand for fruits in Sri Lanka. 1981-2010,0
"J. S. Leon, D. H. Kingsley, J. S. Montes, G. P. Richards, G. M. Lyon, G. M. Abdulhafid, S. R. Seitz, M. L. Fernandez, P. F. Teunis, G. J. Flick and C. L. Moe","Randomized, double-blinded clinical trial for human norovirus inactivation in oysters by high hydrostatic pressure processing",0
G. L. Paul and A. A. Menditto,Effectiveness of inpatient treatment programs for mentally ill adults in public psychiatric facilities,0
E. Tulcanaza and G. A. Ferguson,The value of information: a guide to the strategic development of projects founded on mineral resource categorization,0
S. Islam,The Economic Effects on NAFTA of Trans-Atlantic Free Trade Agreements,0
A. Lo Turco,Are South-South RTAs Growth Enhancing? The Case of Latin American Agreements: 1960-2000,0
"C. Martincus, J. Carballo and P. Garcia",Firm size and the impact of export promotion programs,0
C. B. Barrett and M. R. Carter,The power and pitfalls of experiments in development economics: some non-random reflections,0
"H. de Gorter, D. Drabik and D. R. Just",The Economics of a Blender's Tax Credit versus a Tax Exemption: The Case of U.S. 'Splash and Dash' Biodiesel Exports to the European Union,0
M. Ehmke and J. F. Shogren,The experimental mindset within development economics: proper use and handling are everything,0
N. Ahmed,Export Response to Trade Liberalization in Bangladesh: A Cointegration Analysis,0
"O. Akinci, O. Y. Culha, U. Ozlale and G. Sahinbeyoglu",The Effectiveness of Foreign Exchange Interventions under a Floating Exchange Rate Regime for the Turkish Economy: A Post-crisis Period Analysis,0
"S. Alonso-Bonis, V. Azofra-Palenzuela and G. de la Fuente-Herrero",Real Option Value and Random Jumps: Application of a Simulation Model,0
"J. A. Bishop, J. P. Formby and L. A. Zeager",Relative undernutrition in Puerto Rico under alternative food assistance programmes,0
S. Blaise,On the Link between Japanese ODA and FDI in China: A Microeconomic Evaluation Using Conditional Logit Analysis,0
A. Chakrabarti and K. Chaudhuri,Antenatal and Maternal Health Care Utilization: Evidence from Northeastern States of India,0
R. G. Cummings and M. B. Walker,Measuring the Effectiveness of Voluntary Emission Reduction Programmes,0
F. Fanta and M. Upadhyay,"Determinants of household supply of labour in food-for-work programme in Tigray, Ethiopia",0
J. E. Hayfron,"Language Training, Language Proficiency and Earnings of Immigrants in Norway",0
N. Hermes and V. T. H. Nhung,The Impact of Financial Liberalization on Bank Efficiency: Evidence from Latin America and Asia,0
J. M. Kargbo,Impacts of Monetary and Macroeconomic Factors on Food Prices in Eastern and Southern Africa,0
"P. W. L. Hongbin Li, Ning Ma, Junsen Zhang_",Parental Childcare and Children's Educational Attainment: Evidence from China,0
H. Sahin and A. B. Kizilirmak,Determinants of Duration of Unemployment Insurance Benefits in Turkey,0
K. E. Amori and H. M. Taqi Al-Najjar,Analysis of thermal and electrical performance of a hybrid (PV/T) air based solar collector for Iraq,0
"C. W. Kuhar, T. L. Bettinger, K. Lehnhardt, S. Townsend and D. Cox","Into the Forest: The Evolution of a Conservation Education Program at Kalinzu Forest Reserve, Uganda",0
H. Mustafa,Gaining Campaign Support through Peer Networking: An Impact Analysis of Energy Efficiency Projects in Malaysia,0
B. Takahashi,Social Marketing for the Environment: An Assessment of Theory and Practice,0
R. C. Ruigrok and J. M. Hoekstra,Human factors evaluations of Free Flight: Issues solved and issues remaining,0
D. Seerattan and N. Spagnolo,Central Bank Intervention and Foreign Exchange Markets,0
A. Akuoko-Asibey,A summative evaluation of a rural water supply programme in Ghana,0
"O. Y. At'kov, A. V. Azarov, D. A. Zhukov, N. Nicoloyannis and L. Durand",Influenza vaccination in healthy working adults in Russia: observational study of effectiveness and return on investment for the employer,0
"E. Marseille, J. G. Kahn, C. Pitter, R. Bunnell and W. Epalatai",The cost effectiveness of home-based provision of antiretroviral therapy in rural Uganda,0
"E. Sladkevicius, R. J. Pollitt, A. Mgadmi and J. F. Guest",Cost Effectiveness of Establishing a Neonatal Screening Programme for Phenylketonuria in Libya,0
"F. Lorenzo, S. Casal and P. Moore",The effects of content and language integrated learning in European education: key findings from the Andalusian bilingual sections evaluation project,0
Y. M. Lim and G. R. S. Hong,"Effect of 16-week Kouk-Sun-Do exercise on physical fitness, emotional state, and immunoglobulin A in community-dwelling elders in Korea",0
M. Mollaoglu and E. Beyazit,Influence of diabetic education on patient metabolic control,0
"Y. Shin, S. Yun, H. Jang and J. Lim",A tailored program for the promotion of physical exercise among Korean adults with chronic diseases,0
A. N. Kassis,Evaluation of cholesterol-lowering and antioxidant properties of sugar cane policosanols in hamsters and humans,0
O. J. Ladebo,Perceptions of Organisational Politics: Examination of a Situational Antecedent and Consequences among Nigeria's Extension Personnel,0
I. Serrano-Garcêa and G. L‹pez-S_nchez,Community Interventions in Puerto Rico: The Impact of Social-Community Psychology,0
S. M. Kraemer and H.-J. Mosler,Effectiveness and Effects of Promotion Strategies for Behaviour Change: Solar Water Disinfection in Zimbabwe,0
C. N. Maro and G. Roberts,Combating HIV/AIDS in sub-Saharan Africa: Effect of introducing a mastery motivational climate in a community-based programme,0
"C. C. Mesquita, J. C. Ribeiro and P. Moreira",An Exercise Program Improves Health-Related Quality of Life of Workers,0
K. Blauert and E. Quintanar,Seeking local indicators - participatory self-evaluation,0
Y. C. Shang,Research on aquaculture economics: a review,0
"E. D. Aflalo, D. V. S. N. Raju, N. A. Bommi, J. T. Verghese, T. Y. C. Samraj, G. Hulata, O. Ovadia and A. Sagi",Toward a sustainable production of genetically improved all-male prawn (Macrobrachium rosenbergii): evaluation of production traits and obtaining neo-females in three Indian strains,0
B. Belton and A. Azad,The characteristics and status of pond aquaculture in Bangladesh,0
"H. L. Lauzon, S. Gudmundsdottir, A. Steinarsson, M. Oddgeirsson, E. Martinsdottir and B. K. Gudmundsdottir",Impact of probiotic intervention on microbial load and performance of Atlantic cod (Gadus morhua L.) juveniles,0
"R. W. Ponzoni, N. Nguyen Hong, K. Hooi Ling and N. Nguyen Huu",Accounting for genotype by environment interaction in economic appraisal of genetic improvement programs in common carp Cyprinus carpio,0
"S. Kadri, C. M. Mejdell and B. DamsgÔrd",Special Issue: The economic costs & benefits of fish welfare management,0
N. C. v. d. Bergb and R. Roodt-Wilding,Parentage assignment in Haliotis midae L.: a precursor to future genetic enhancement programmes for South African abalone,0
H. H. De Iongh and J. C. J. Van Zon,Assessment of impact of the introduction of exotic fish species in north-east Thailand,0
"K. M. E-Jahan, M. Ahmed and B. Belton",The impacts of aquaculture development on food security: lessons from Bangladesh,0
"Q. Li, J. Shu, R. Yu and C. Tian",Genetic variability of cultured populations of the Pacific abalone (Haliotis discus hannai Ino) in China based on microsatellites,0
"P. W. Tipping, M. R. Martin, T. D. Center and T. M. Davern",Suppression of Salvinia molesta Mitchell in Texas and Louisiana by Cyrtobagous salviniae Calder and Sands,0
S. Clark and A. J. Edwards,An evaluation of artificial reef structures as tools for marine habitat rehabilitation in the Maldives,0
"R. Garcez, D. Calcagnotto and L. F. De Almeida-Toledo","Population structure of the migratory fish Prochilodus lineatus (Characiformes) from rio Grande basin (Brazil), an area fragmented by dams",0
"J. C. Marks, C. Williamson and D. A. Hendrickson","Coupling stable isotope studies with food web manipulations to predict the effects of exotic fish: lessons from Cuatro Ci_negas, Mexico",0
"M. Ortiz, M. Avenda_o, M. Cantilla_ez, F. Berrios and L. Campos",Trophic mass balanced models and dynamic simulations of benthic communities from La Rinconada Marine Reserve off northern Chile: network properties and multispecies harvest scenario assessments,0
M. Ortiz and M. Wolff,Spatially explicit trophic modelling of a harvested benthic ecosystem in Tongoy Bay (central northern Chile),0
"M. M. Rivadeneira, C. M. Santoro and P. A. Marquet",Reconstructing the history of human impacts on coastal biodiversity in Chile: constraints and opportunities,0
P. D. Roberts and A. S. Pullin,The effectiveness of management interventions for the control of Spartina species: a systematic review and meta-analysis,0
A. R. Orainy and T. Abdallah,RELIABILITY AND FACTORIAL VALIDITY OF THE ATTITUDES TOWARD COMPUTER USAGE SCALE IN SAUDI-ARABIA,0
"T. Awad, K. Thorlund, M. Mabrouk and C. Gluud",Hepatitis C intervention research - Where are we now and where should we be heading?,0
R. Atta ur and A. N. Khan,"Ex post impact evaluation of Chashma Right Bank Canal on land use in D.I. Khan district, Pakistan",0
A. K. Diagne and O. Fall,Environmental impacts of dam construction in developing countries: the case of the Senegal River Delta and the need for a sustainable management plan,0
"A. Baghaei, N. Sarrafzadegan, K. Rabiei, M. Gharipour, A. A. Tavasoli, S. Shirani, A. Bahonar, A. H. Davarpanah, M. A. Ramezani and R. Kelishadi",How effective are strategies for non-communicable disease prevention and control in a high risk population in a developing country? Isfahan Healthy Heart Programme,0
"G. N. Tsokas, A. Sarris, M. Pappa, M. Bessios, C. B. Papazachos, P. Tsourlos and A. Giannopoulos","A large-scale magnetic survey in Makrygialos (Pieria), Greece",0
"P. Reinert, B. Soubeyrand and R. Gauchoux",óvaluation de 35_ann_es de vaccination rougeole_oreillons_rub_ole en France,0
J. B. Fassier and M. J. Durand,Lêanalyse dêimplantation des interventions en sant_ et s_curit_ au travail,0
"P. Asawanonda, A. Chingchai and P. Torranin",Targeted UV-B phototherapy for plaque-type psoriasis,0
"V. Lepe, B. Moncada, J. P. Castanedo-Cazares, M. B. Torres-Alvarez, C. A. Ortiz and A. B. Torres-Rubalcava",A double-blind randomized trial of 0.1% tacrolimus vs 0.05% clobetasol for the treatment of childhood vitiligo,0
"L. F. Mentink, M. W. Mackenzie, G. G. Toth, M. Laseur, F. P. G. Lambert, N. J. G. M. Veeger, G. Cianchini, M. D. Pavlovic and M. F. Jonkman",Randomized controlled trial of adjuvant oral dexamethasone pulse therapy in pemphigus vulgaris: PEMPULS trial.[Erratum appears in Arch Dermatol. 2006 Aug;142(8):1014 Note: Dosage error in article text],0
"C. Morton, M. Horn, J. Leman, B. Tack, C. Bedane, M. Tjioe, S. Ibbotson, A. Khemis and P. Wolf",Comparison of topical methyl aminolevulinate photodynamic therapy with cryotherapy or Fluorouracil for treatment of squamous cell carcinoma in situ: Results of a multicenter randomized trial,0
"C. Prins, F. A. Kerdel, R. S. Padilla, T. Hunziker, S. Chimenti, I. Viard, D. N. Mauri, K. Flynn, J. Trent, D. J. Margolis, J. H. Saurat and L. E. French",Treatment of toxic epidermal necrolysis with high-dose intravenous immunoglobulins: Multicenter retrospective analysis of 48 consecutive cases,0
